Word; Meaning; Example; Image; Sound; SoundMeaning; SoundExample; PartOfSpeach; Number; Amount; 
excellent; extremely good; The meal was excellent.; excellent-a.jpg; excellent-a.mp3; excellent-a-meaning.mp3; excellent-a-example.mp3; adjective; 1436; 6717; 
run; an act or spell of running; She went for a run in the morning.; run-n.jpg; run-n.mp3; run-n-meaning.mp3; run-n-example.mp3; noun; 1437; 6715; 
fairly; with justice; The resources were distributed fairly.; fairly-adv.jpg; fairly-adv.mp3; fairly-adv-meaning.mp3; fairly-adv-example.mp3; adverb; 1438; 6702; 
technical; relating to a particular subject or craft; The manual is too technical for beginners.; technical-a.jpg; technical-a.mp3; technical-a-meaning.mp3; technical-a-example.mp3; adjective; 1439; 6701; 
tradition; the transmission of customs or beliefs; The festival is a long-standing tradition.; tradition-n.jpg; tradition-n.mp3; tradition-n-meaning.mp3; tradition-n-example.mp3; noun; 1440; 6686; 
measure; to ascertain the size or quantity of something; He measured the length of the table.; measure-v.jpg; measure-v.mp3; measure-v-meaning.mp3; measure-v-example.mp3; verb; 1441; 6683; 
insist; to demand something forcefully; She insisted on paying the bill.; insist-v.jpg; insist-v.mp3; insist-v-meaning.mp3; insist-v-example.mp3; verb; 1442; 6683; 
his; belonging to or associated with a male; That is his book.; his-pron.jpg; his-pron.mp3; his-pron-meaning.mp3; his-pron-example.mp3; pronoun; 1443; 6678; 
farmer; a person who owns or manages a farm; The farmer grows wheat.; farmer-n.jpg; farmer-n.mp3; farmer-n-meaning.mp3; farmer-n-example.mp3; noun; 1444; 6678; 
until; up to the point in time mentioned; Wait here until I return.; until-prep.jpg; until-prep.mp3; until-prep-meaning.mp3; until-prep-example.mp3; preposition; 1445; 6677; 
traffic; vehicles moving on a public highway; The traffic was heavy this morning.; traffic-n.jpg; traffic-n.mp3; traffic-n-meaning.mp3; traffic-n-example.mp3; noun; 1446; 6677; 
dinner; the main meal of the day; We had dinner at 7 PM.; dinner-n.jpg; dinner-n.mp3; dinner-n-meaning.mp3; dinner-n-example.mp3; noun; 1447; 6667; 
consumer; a person who purchases goods for personal use; The consumer demanded a refund.; consumer-n.jpg; consumer-n.mp3; consumer-n-meaning.mp3; consumer-n-example.mp3; noun; 1448; 6663; 
meal; any of the regular occasions for eating food; Breakfast is my favorite meal.; meal-n.jpg; meal-n.mp3; meal-n-meaning.mp3; meal-n-example.mp3; noun; 1449; 6654; 
warn; to inform someone in advance of a possible danger; He warned her about the risks.; warn-v.jpg; warn-v.mp3; warn-v-meaning.mp3; warn-v-example.mp3; verb; 1450; 6651; 
living; alive; She has no living relatives.; living-a.jpg; living-a.mp3; living-a-meaning.mp3; living-a-example.mp3; adjective; 1451; 6648; 
package; an object or group of objects wrapped in paper; The package arrived today.; package-n.jpg; package-n.mp3; package-n-meaning.mp3; package-n-example.mp3; noun; 1452; 6646; 
half; either of two equal parts; She ate half the pizza.; half-n.jpg; half-n.mp3; half-n-meaning.mp3; half-n-example.mp3; noun; 1453; 6639; 
increasingly; more and more; It is becoming increasingly difficult.; increasingly-adv.jpg; increasingly-adv.mp3; increasingly-adv-meaning.mp3; increasingly-adv-example.mp3; adverb; 1454; 6634; 
description; a spoken or written account of something; His description was very detailed.; description-n.jpg; description-n.mp3; description-n-meaning.mp3; description-n-example.mp3; noun; 1455; 6634; 
soft; easy to mold, cut, or compress; The blanket is very soft.; soft-a.jpg; soft-a.mp3; soft-a-meaning.mp3; soft-a-example.mp3; adjective; 1456; 6631; 
stuff; matter, material, or activities of a specified kind; There's a lot of stuff to do.; stuff-n.jpg; stuff-n.mp3; stuff-n-meaning.mp3; stuff-n-example.mp3; noun; 1457; 6627; 
award; to give something as a prize; They awarded her a scholarship.; award-v.jpg; award-v.mp3; award-v-meaning.mp3; award-v-example.mp3; verb; 1458; 6625; 
existence; the fact or state of living; The existence of life on other planets is debated.; existence-n.jpg; existence-n.mp3; existence-n-meaning.mp3; existence-n-example.mp3; noun; 1459; 6618; 
improvement; the action of improving something; There has been a significant improvement.; improvement-n.jpg; improvement-n.mp3; improvement-n-meaning.mp3; improvement-n-example.mp3; noun; 1460; 6616; 
coffee; a hot drink made from roasted coffee beans; She drinks coffee every morning.; coffee-n.jpg; coffee-n.mp3; coffee-n-meaning.mp3; coffee-n-example.mp3; noun; 1461; 6614; 
appearance; the way that someone or something looks; His appearance was neat.; appearance-n.jpg; appearance-n.mp3; appearance-n-meaning.mp3; appearance-n-example.mp3; noun; 1462; 6606; 
standard; used or accepted as normal; This is the standard procedure.; standard-a.jpg; standard-a.mp3; standard-a-meaning.mp3; standard-a-example.mp3; adjective; 1463; 6588; 
attack; to take aggressive action against; The army will attack at dawn.; attack-v.jpg; attack-v.mp3; attack-v-meaning.mp3; attack-v-example.mp3; verb; 1464; 6586; 
sheet; a large rectangular piece of cloth; She changed the bed sheet.; sheet-n.jpg; sheet-n.mp3; sheet-n-meaning.mp3; sheet-n-example.mp3; noun; 1465; 6583; 
category; a class or division of things; The books fall into this category.; category-n.jpg; category-n.mp3; category-n-meaning.mp3; category-n-example.mp3; noun; 1466; 6566; 
distribution; the action of sharing something out; The distribution of supplies was fair.; distribution-n.jpg; distribution-n.mp3; distribution-n-meaning.mp3; distribution-n-example.mp3; noun; 1467; 6564; 
equally; in the same manner or degree; They divided the money equally.; equally-adv.jpg; equally-adv.mp3; equally-adv-meaning.mp3; equally-adv-example.mp3; adverb; 1468; 6553; 
session; a meeting of a deliberative or judicial body; The court is in session.; session-n.jpg; session-n.mp3; session-n-meaning.mp3; session-n-example.mp3; noun; 1469; 6545; 
cultural; relating to the ideas and practices of a society; The event has cultural significance.; cultural-a.jpg; cultural-a.mp3; cultural-a-meaning.mp3; cultural-a-example.mp3; adjective; 1470; 6543; 
loan; a sum of money that is borrowed; He took out a loan to buy a car.; loan-n.jpg; loan-n.mp3; loan-n-meaning.mp3; loan-n-example.mp3; noun; 1471; 6538; 
bind; to tie or fasten tightly; She bound the papers together.; bind-v.jpg; bind-v.mp3; bind-v-meaning.mp3; bind-v-example.mp3; verb; 1472; 6517; 
museum; a building where objects of historical interest are displayed; We visited the art museum.; museum-n.jpg; museum-n.mp3; museum-n-meaning.mp3; museum-n-example.mp3; noun; 1473; 6516; 
conversation; a talk between two or more people; They had a long conversation.; conversation-n.jpg; conversation-n.mp3; conversation-n-meaning.mp3; conversation-n-example.mp3; noun; 1474; 6515; 
threaten; to state one's intention to take hostile action; He threatened to call the police.; threaten-v.jpg; threaten-v.mp3; threaten-v-meaning.mp3; threaten-v-example.mp3; verb; 1475; 6510; 
link; a relationship between two things; There is a link between diet and health.; link-n.jpg; link-n.mp3; link-n-meaning.mp3; link-n-example.mp3; noun; 1476; 6509; 
launch; to start or set in motion; The company will launch a new product.; launch-v.jpg; launch-v.mp3; launch-v-meaning.mp3; launch-v-example.mp3; verb; 1477; 6508; 
proper; truly what something is said to be; That is not the proper way to do it.; proper-a.jpg; proper-a.mp3; proper-a-meaning.mp3; proper-a-example.mp3; adjective; 1478; 6504; 
victim; a person harmed or killed in a crime or accident; The victim was taken to the hospital.; victim-n.jpg; victim-n.mp3; victim-n-meaning.mp3; victim-n-example.mp3; noun; 1479; 6501; 
audience; the assembled spectators or listeners; The audience applauded.; audience-n.jpg; audience-n.mp3; audience-n-meaning.mp3; audience-n-example.mp3; noun; 1480; 6500; 
famous; known about by many people; She is a famous actress.; famous-a.jpg; famous-a.mp3; famous-a-meaning.mp3; famous-a-example.mp3; adjective; 1481; 6485; 
master; a man who has people working for him; He is the master of the house.; master-n.jpg; master-n.mp3; master-n-meaning.mp3; master-n-example.mp3; noun; 1482; 6479; 
lip; either of the two fleshy parts forming the edges of the mouth; She bit her lip.; lip-n.jpg; lip-n.mp3; lip-n-meaning.mp3; lip-n-example.mp3; noun; 1483; 6477; 
religious; relating to or believing in a religion; They are very religious.; religious-a.jpg; religious-a.mp3; religious-a-meaning.mp3; religious-a-example.mp3; adjective; 1484; 6476; 
joint; shared by or common to two or more; It was a joint effort.; joint-a.jpg; joint-a.mp3; joint-a-meaning.mp3; joint-a-example.mp3; adjective; 1485; 6472; 
cry; to shed tears; The baby began to cry.; cry-v.jpg; cry-v.mp3; cry-v-meaning.mp3; cry-v-example.mp3; verb; 1486; 6460; 
potential; having or showing the capacity to develop into something; He is a potential candidate.; potential-a.jpg; potential-a.mp3; potential-a-meaning.mp3; potential-a-example.mp3; adjective; 1487; 6456; 
broad; having a distance larger than usual from side to side; The river is very broad here.; broad-a.jpg; broad-a.mp3; broad-a-meaning.mp3; broad-a-example.mp3; adjective; 1488; 6447; 
exhibition; a public display of works of art; The exhibition was well attended.; exhibition-n.jpg; exhibition-n.mp3; exhibition-n-meaning.mp3; exhibition-n-example.mp3; noun; 1489; 6445; 
experience; to encounter or undergo an event; She experienced many challenges.; experience-v.jpg; experience-v.mp3; experience-v-meaning.mp3; experience-v-example.mp3; verb; 1490; 6440; 
judge; a public official appointed to decide cases in a court; The judge was impartial.; judge-n.jpg; judge-n.mp3; judge-n-meaning.mp3; judge-n-example.mp3; noun; 1491; 6437; 
formal; done in accordance with convention; The event requires formal attire.; formal-a.jpg; formal-a.mp3; formal-a-meaning.mp3; formal-a-example.mp3; adjective; 1492; 6436; 
housing; houses and flats considered collectively; The city has a housing shortage.; housing-n.jpg; housing-n.mp3; housing-n-meaning.mp3; housing-n-example.mp3; noun; 1493; 6435; 
past; gone by in time; In past years, things were different.; past-prep.jpg; past-prep.mp3; past-prep-meaning.mp3; past-prep-example.mp3; preposition; 1494; 6426; 
concern; to relate to or affect someone; This matter concerns all of us.; concern-v.jpg; concern-v.mp3; concern-v-meaning.mp3; concern-v-example.mp3; verb; 1495; 6426; 
freedom; the power to act or speak freely; They fought for their freedom.; freedom-n.jpg; freedom-n.mp3; freedom-n-meaning.mp3; freedom-n-example.mp3; noun; 1496; 6421; 
gentleman; a polite or formal way of referring to a man; He is a true gentleman.; gentleman-n.jpg; gentleman-n.mp3; gentleman-n-meaning.mp3; gentleman-n-example.mp3; noun; 1497; 6420; 
attract; to cause to come to a place or participate; The event attracted many people.; attract-v.jpg; attract-v.mp3; attract-v-meaning.mp3; attract-v-example.mp3; verb; 1498; 6410; 
explanation; a statement making something clear; His explanation was detailed.; explanation-n.jpg; explanation-n.mp3; explanation-n-meaning.mp3; explanation-n-example.mp3; noun; 1499; 6409; 
appoint; to assign a job or role to someone; They will appoint a new manager.; appoint-v.jpg; appoint-v.mp3; appoint-v-meaning.mp3; appoint-v-example.mp3; verb; 1500; 6407; 
note; to notice or pay attention to something; Please note the changes in the schedule.; note-v.jpg; note-v.mp3; note-v-meaning.mp3; note-v-example.mp3; verb; 1501; 6405; 
chief; most important or main; The chief reason for his success was hard work.; chief-a.jpg; chief-a.mp3; chief-a-meaning.mp3; chief-a-example.mp3; adjective; 1502; 6402; 
total; the whole amount or number; The total of all expenses came to $500.; total-n.jpg; total-n.mp3; total-n-meaning.mp3; total-n-example.mp3; noun; 1503; 6390; 
lovely; very beautiful or attractive; She wore a lovely dress to the party.; lovely-a.jpg; lovely-a.mp3; lovely-a-meaning.mp3; lovely-a-example.mp3; adjective; 1504; 6390; 
official; relating to an authority or public body; The official announcement was made yesterday.; official-a.jpg; official-a.mp3; official-a-meaning.mp3; official-a-example.mp3; adjective; 1505; 6387; 
date; to go out with someone romantically; They have been dating for six months.; date-v.jpg; date-v.mp3; date-v-meaning.mp3; date-v-example.mp3; verb; 1506; 6371; 
demonstrate; to show clearly and deliberately; The teacher demonstrated how to solve the problem.; demonstrate-v.jpg; demonstrate-v.mp3; demonstrate-v-meaning.mp3; demonstrate-v-example.mp3; verb; 1507; 6368; 
construction; the building of something, typically large structures; The construction of the bridge took two years.; construction-n.jpg; construction-n.mp3; construction-n-meaning.mp3; construction-n-example.mp3; noun; 1508; 6366; 
middle; the central point or part; She stood in the middle of the room.; middle-n.jpg; middle-n.mp3; middle-n-meaning.mp3; middle-n-example.mp3; noun; 1509; 6363; 
yard; a unit of length equal to three feet; The fabric was sold by the yard.; yard-n.jpg; yard-n.mp3; yard-n-meaning.mp3; yard-n-example.mp3; noun; 1510; 6360; 
unable; not having the ability to do something; He was unable to attend the meeting.; unable-a.jpg; unable-a.mp3; unable-a-meaning.mp3; unable-a-example.mp3; adjective; 1511; 6359; 
acquire; to come into possession or ownership of something; She acquired a new skill last summer.; acquire-v.jpg; acquire-v.mp3; acquire-v-meaning.mp3; acquire-v-example.mp3; verb; 1512; 6354; 
surely; with confidence or certainty; You surely don't believe that!; surely-adv.jpg; surely-adv.mp3; surely-adv-meaning.mp3; surely-adv-example.mp3; adverb; 1513; 6352; 
crisis; a time of intense difficulty or danger; The country is facing an economic crisis.; crisis-n.jpg; crisis-n.mp3; crisis-n-meaning.mp3; crisis-n-example.mp3; noun; 1514; 6352; 
propos; (likely a typo; assuming 'propose') to put forward an idea or plan; He will propose a new strategy at the meeting.; propos-v.jpg; propos-v.mp3; propos-v-meaning.mp3; propos-v-example.mp3; verb; 1515; 6345; 
west; the direction toward the point of the horizon where the sun sets; They traveled west for three days.; west-n.jpg; west-n.mp3; west-n-meaning.mp3; west-n-example.mp3; noun; 1516; 6328; 
impose; to force something to be accepted or put in place; The government imposed a new tax.; impose-v.jpg; impose-v.mp3; impose-v-meaning.mp3; impose-v-example.mp3; verb; 1517; 6313; 
market; to advertise or promote something; They marketed the product aggressively.; market-v.jpg; market-v.mp3; market-v-meaning.mp3; market-v-example.mp3; verb; 1518; 6309; 
care; to feel concern or interest; She cares deeply about the environment.; care-v.jpg; care-v.mp3; care-v-meaning.mp3; care-v-example.mp3; verb; 1519; 6298; 
god; a supreme being worshipped in religions; They prayed to God for help.; god-n.jpg; god-n.mp3; god-n-meaning.mp3; god-n-example.mp3; noun; 1520; 6297; 
favour; approval or support; He did her a favour by lending his car.; favour-n.jpg; favour-n.mp3; favour-n-meaning.mp3; favour-n-example.mp3; noun; 1521; 6289; 
before; at an earlier time; She had seen him before.; before-adv.jpg; before-adv.mp3; before-adv-meaning.mp3; before-adv-example.mp3; adverb; 1522; 6285; 
name; to give a title or label to someone or something; They named their daughter Lily.; name-v.jpg; name-v.mp3; name-v-meaning.mp3; name-v-example.mp3; verb; 1523; 6284; 
equal; being the same in quantity, size, or value; All men are created equal.; equal-a.jpg; equal-a.mp3; equal-a-meaning.mp3; equal-a-example.mp3; adjective; 1524; 6277; 
capacity; the maximum amount something can contain; The stadium has a capacity of 50,000.; capacity-n.jpg; capacity-n.mp3; capacity-n-meaning.mp3; capacity-n-example.mp3; noun; 1525; 6272; 
flat; a set of rooms for living in, typically on one floor; She rented a flat in the city center.; flat-n.jpg; flat-n.mp3; flat-n-meaning.mp3; flat-n-example.mp3; noun; 1526; 6265; 
selection; the action of carefully choosing someone or something; The selection process was very competitive.; selection-n.jpg; selection-n.mp3; selection-n-meaning.mp3; selection-n-example.mp3; noun; 1527; 6262; 
alone; having no one else present; She prefers to work alone.; alone-adv.jpg; alone-adv.mp3; alone-adv-meaning.mp3; alone-adv-example.mp3; adverb; 1528; 6262; 
football; a game played with a ball by two teams; He plays football every weekend.; football-n.jpg; football-n.mp3; football-n-meaning.mp3; football-n-example.mp3; noun; 1529; 6261; 
victory; an act of defeating an opponent; The team celebrated their victory.; victory-n.jpg; victory-n.mp3; victory-n-meaning.mp3; victory-n-example.mp3; noun; 1530; 6259; 
factory; a building where goods are manufactured; He works in a car factory.; factory-n.jpg; factory-n.mp3; factory-n-meaning.mp3; factory-n-example.mp3; noun; 1531; 6259; 
rural; relating to the countryside; They moved to a rural area.; rural-a.jpg; rural-a.mp3; rural-a-meaning.mp3; rural-a-example.mp3; adjective; 1532; 6258; 
twice; two times; I called her twice yesterday.; twice-adv.jpg; twice-adv.mp3; twice-adv-meaning.mp3; twice-adv-example.mp3; adverb; 1533; 6254; 
sing; to make musical sounds with the voice; She loves to sing in the choir.; sing-v.jpg; sing-v.mp3; sing-v-meaning.mp3; sing-v-example.mp3; verb; 1534; 6248; 
whereas; in contrast or comparison with the fact that; He prefers tea, whereas she likes coffee.; whereas-conj.jpg; whereas-conj.mp3; whereas-conj-meaning.mp3; whereas-conj-example.mp3; conjunction; 1535; 6236; 
own; to possess something; She owns a small business.; own-v.jpg; own-v.mp3; own-v-meaning.mp3; own-v-example.mp3; verb; 1536; 6236; 
head; to be in charge of something; He heads the marketing department.; head-v.jpg; head-v.mp3; head-v-meaning.mp3; head-v-example.mp3; verb; 1537; 6235; 
examination; a detailed inspection or study; The doctor performed a medical examination.; examination-n.jpg; examination-n.mp3; examination-n-meaning.mp3; examination-n-example.mp3; noun; 1538; 6232; 
deliver; to bring and hand over something; The mailman delivers letters every day.; deliver-v.jpg; deliver-v.mp3; deliver-v-meaning.mp3; deliver-v-example.mp3; verb; 1539; 6230; 
nobody; no person; Nobody was home when I called.; nobody-pron.jpg; nobody-pron.mp3; nobody-pron-meaning.mp3; nobody-pron-example.mp3; pronoun; 1540; 6229; 
substantial; of considerable importance, size, or worth; She inherited a substantial amount of money.; substantial-a.jpg; substantial-a.mp3; substantial-a-meaning.mp3; substantial-a-example.mp3; adjective; 1541; 6222; 
invite; to ask someone to go somewhere or do something; They invited us to their wedding.; invite-v.jpg; invite-v.mp3; invite-v-meaning.mp3; invite-v-example.mp3; verb; 1542; 6222; 
intention; a plan or purpose; His intention was to help.; intention-n.jpg; intention-n.mp3; intention-n-meaning.mp3; intention-n-example.mp3; noun; 1543; 6220; 
egg; an oval object laid by a bird; She boiled an egg for breakfast.; egg-n.jpg; egg-n.mp3; egg-n-meaning.mp3; egg-n-example.mp3; noun; 1544; 6220; 
reasonable; fair and sensible; The price seemed reasonable.; reasonable-a.jpg; reasonable-a.mp3; reasonable-a-meaning.mp3; reasonable-a-example.mp3; adjective; 1545; 6209; 
onto; moving to a location on the surface of something; He stepped onto the stage.; onto-prep.jpg; onto-prep.mp3; onto-prep-meaning.mp3; onto-prep-example.mp3; preposition; 1546; 6208; 
retain; to continue to have something; She retained her title as champion.; retain-v.jpg; retain-v.mp3; retain-v-meaning.mp3; retain-v-example.mp3; verb; 1547; 6202; 
aircraft; a vehicle that can fly; The aircraft landed safely.; aircraft-n.jpg; aircraft-n.mp3; aircraft-n-meaning.mp3; aircraft-n-example.mp3; noun; 1548; 6200; 
decade; a period of ten years; Technology has advanced rapidly in the past decade.; decade-n.jpg; decade-n.mp3; decade-n-meaning.mp3; decade-n-example.mp3; noun; 1549; 6197; 
cheap; low in price; They bought a cheap car.; cheap-a.jpg; cheap-a.mp3; cheap-a-meaning.mp3; cheap-a-example.mp3; adjective; 1550; 6196; 
quiet; making little or no noise; The library was very quiet.; quiet-a.jpg; quiet-a.mp3; quiet-a-meaning.mp3; quiet-a-example.mp3; adjective; 1551; 6194; 
bright; giving out or reflecting much light; The sun was bright that morning.; bright-a.jpg; bright-a.mp3; bright-a-meaning.mp3; bright-a-example.mp3; adjective; 1552; 6190; 
contribute; to give something in order to help achieve something; He contributed money to the charity.; contribute-v.jpg; contribute-v.mp3; contribute-v-meaning.mp3; contribute-v-example.mp3; verb; 1553; 6186; 
row; a number of people or things in a straight line; They sat in the front row.; row-n.jpg; row-n.mp3; row-n-meaning.mp3; row-n-example.mp3; noun; 1554; 6166; 
search; an attempt to find something; The search for the missing child continued.; search-n.jpg; search-n.mp3; search-n-meaning.mp3; search-n-example.mp3; noun; 1555; 6165; 
limit; a point or level beyond which something does not pass; There is a speed limit on this road.; limit-n.jpg; limit-n.mp3; limit-n-meaning.mp3; limit-n-example.mp3; noun; 1556; 6155; 
definition; a statement of the exact meaning of a word; The dictionary provides the definition of words.; definition-n.jpg; definition-n.mp3; definition-n-meaning.mp3; definition-n-example.mp3; noun; 1557; 6153; 
unemployment; the state of being without a job; Unemployment rates have risen.; unemployment-n.jpg; unemployment-n.mp3; unemployment-n-meaning.mp3; unemployment-n-example.mp3; noun; 1558; 6143; 
spread; to extend over a large area; The fire spread quickly.; spread-v.jpg; spread-v.mp3; spread-v-meaning.mp3; spread-v-example.mp3; verb; 1559; 6139; 
mark; a small area on a surface having a different color; There was a dirty mark on the wall.; mark-n.jpg; mark-n.mp3; mark-n-meaning.mp3; mark-n-example.mp3; noun; 1560; 6139; 
flight; the action of flying; Their flight was delayed.; flight-n.jpg; flight-n.mp3; flight-n-meaning.mp3; flight-n-example.mp3; noun; 1561; 6132; 
account; to consider or regard in a specified way; He was accounted a hero.; account-v.jpg; account-v.mp3; account-v-meaning.mp3; account-v-example.mp3; verb; 1562; 6130; 
output; the amount of something produced; The factory increased its output.; output-n.jpg; output-n.mp3; output-n-meaning.mp3; output-n-example.mp3; noun; 1563; 6129; 
last; to continue for a specified period of time; The meeting lasted two hours.; last-v.jpg; last-v.mp3; last-v-meaning.mp3; last-v-example.mp3; verb; 1564; 6124; 
tour; a journey for pleasure in which several places are visited; They went on a tour of Europe.; tour-n.jpg; tour-n.mp3; tour-n-meaning.mp3; tour-n-example.mp3; noun; 1565; 6117; 
address; the particulars of the place where someone lives; Please write your address here.; address-n.jpg; address-n.mp3; address-n-meaning.mp3; address-n-example.mp3; noun; 1566; 6112; 
immediate; occurring or done at once; She demanded an immediate response.; immediate-a.jpg; immediate-a.mp3; immediate-a-meaning.mp3; immediate-a-example.mp3; adjective; 1567; 6107; 
reduction; the action of making something smaller; There was a reduction in prices.; reduction-n.jpg; reduction-n.mp3; reduction-n-meaning.mp3; reduction-n-example.mp3; noun; 1568; 6106; 
interview; a meeting of people face to face; She has a job interview tomorrow.; interview-n.jpg; interview-n.mp3; interview-n-meaning.mp3; interview-n-example.mp3; noun; 1569; 6093; 
assess; to evaluate or estimate the nature or quality of something; The teacher will assess the students' work.; assess-v.jpg; assess-v.mp3; assess-v-meaning.mp3; assess-v-example.mp3; verb; 1570; 6088; 
promote; to support or actively encourage; The company promotes healthy living.; promote-v.jpg; promote-v.mp3; promote-v-meaning.mp3; promote-v-example.mp3; verb; 1571; 6085; 
everybody; every person; Everybody was happy with the decision.; everybody-pron.jpg; everybody-pron.mp3; everybody-pron-meaning.mp3; everybody-pron-example.mp3; pronoun; 1572; 6084; 
suitable; right or appropriate for a particular purpose; This dress is suitable for the occasion.; suitable-a.jpg; suitable-a.mp3; suitable-a-meaning.mp3; suitable-a-example.mp3; adjective; 1573; 6077; 
ought; used to indicate duty or correctness; You ought to apologize.; ought-modal.jpg; ought-modal.mp3; ought-modal-meaning.mp3; ought-modal-example.mp3; modal verb; 1574; 6077; 
growing; increasing in size or amount; There is a growing concern about pollution.; growing-a.jpg; growing-a.mp3; growing-a-meaning.mp3; growing-a-example.mp3; adjective; 1575; 6077; 
nod; to lower and raise one's head slightly; He nodded in agreement.; nod-v.jpg; nod-v.mp3; nod-v-meaning.mp3; nod-v-example.mp3; verb; 1576; 6073; 
reject; to refuse to accept something; She rejected his proposal.; reject-v.jpg; reject-v.mp3; reject-v-meaning.mp3; reject-v-example.mp3; verb; 1577; 6064; 
while; a period of time; She waited for a while.; while-n.jpg; while-n.mp3; while-n-meaning.mp3; while-n-example.mp3; noun; 1578; 6058; 
high; at or to a considerable height; The plane flew high in the sky.; high-adv.jpg; high-adv.mp3; high-adv-meaning.mp3; high-adv-example.mp3; adverb; 1579; 6057; 
dream; a series of thoughts during sleep; I had a strange dream last night.; dream-n.jpg; dream-n.mp3; dream-n-meaning.mp3; dream-n-example.mp3; noun; 1580; 6050; 
vote; to express a choice in an election; Citizens will vote tomorrow.; vote-v.jpg; vote-v.mp3; vote-v-meaning.mp3; vote-v-example.mp3; verb; 1581; 6048; 
divide; to separate into parts; Divide the cake into six pieces.; divide-v.jpg; divide-v.mp3; divide-v-meaning.mp3; divide-v-example.mp3; verb; 1582; 6044; 
declare; to announce something clearly; They declared their love for each other.; declare-v.jpg; declare-v.mp3; declare-v-meaning.mp3; declare-v-example.mp3; verb; 1583; 6043; 
handle; to manage or deal with something; She handled the situation well.; handle-v.jpg; handle-v.mp3; handle-v-meaning.mp3; handle-v-example.mp3; verb; 1584; 6030; 
detailed; having many details; He gave a detailed explanation.; detailed-a.jpg; detailed-a.mp3; detailed-a-meaning.mp3; detailed-a-example.mp3; adjective; 1585; 6030; 
challenge; a task that tests someone's abilities; The job presented a new challenge.; challenge-n.jpg; challenge-n.mp3; challenge-n-meaning.mp3; challenge-n-example.mp3; noun; 1586; 6021; 
notice; the fact of observing or paying attention; She took notice of his new haircut.; notice-n.jpg; notice-n.mp3; notice-n-meaning.mp3; notice-n-example.mp3; noun; 1587; 6015; 
rain; moisture condensed from the atmosphere; The rain started in the afternoon.; rain-n.jpg; rain-n.mp3; rain-n-meaning.mp3; rain-n-example.mp3; noun; 1588; 6012; 
destroy; to put an end to the existence of something; The fire destroyed the building.; destroy-v.jpg; destroy-v.mp3; destroy-v-meaning.mp3; destroy-v-example.mp3; verb; 1589; 6004; 
mountain; a large natural elevation of the earth's surface; They climbed the mountain.; mountain-n.jpg; mountain-n.mp3; mountain-n-meaning.mp3; mountain-n-example.mp3; noun; 1590; 5998; 
concentration; the action of focusing one's attention; The job requires great concentration.; concentration-n.jpg; concentration-n.mp3; concentration-n-meaning.mp3; concentration-n-example.mp3; noun; 1591; 5987; 
limited; restricted in size or extent; We have a limited amount of time.; limited-a.jpg; limited-a.mp3; limited-a-meaning.mp3; limited-a-example.mp3; adjective; 1592; 5984; 
finance; the management of large amounts of money; He works in finance.; finance-n.jpg; finance-n.mp3; finance-n-meaning.mp3; finance-n-example.mp3; noun; 1593; 5983; 
pension; a regular payment made during retirement; She receives a monthly pension.; pension-n.jpg; pension-n.mp3; pension-n-meaning.mp3; pension-n-example.mp3; noun; 1594; 5979; 
influence; to have an effect on someone or something; His work influenced many artists.; influence-v.jpg; influence-v.mp3; influence-v-meaning.mp3; influence-v-example.mp3; verb; 1595; 5968; 
afraid; feeling fear or anxiety; She is afraid of spiders.; afraid-a.jpg; afraid-a.mp3; afraid-a-meaning.mp3; afraid-a-example.mp3; adjective; 1596; 5967; 
murder; the unlawful killing of a person; He was charged with murder.; murder-n.jpg; murder-n.mp3; murder-n-meaning.mp3; murder-n-example.mp3; noun; 1597; 5961; 
neck; the part of the body connecting the head to the shoulders; She wore a scarf around her neck.; neck-n.jpg; neck-n.mp3; neck-n-meaning.mp3; neck-n-example.mp3; noun; 1598; 5958; 
weapon; a tool used to inflict harm; The police found the weapon.; weapon-n.jpg; weapon-n.mp3; weapon-n-meaning.mp3; weapon-n-example.mp3; noun; 1599; 5954; 
hide; to put or keep out of sight; He hid the money under the bed.; hide-v.jpg; hide-v.mp3; hide-v-meaning.mp3; hide-v-example.mp3; verb; 1600; 5954; 
offence; a breach of a law or rule; He was arrested for the offence.; offence-n.jpg; offence-n.mp3; offence-n-meaning.mp3; offence-n-example.mp3; noun; 1601; 5951; 
absence; the state of being away; His absence was noticed.; absence-n.jpg; absence-n.mp3; absence-n-meaning.mp3; absence-n-example.mp3; noun; 1602; 5949; 
error; a mistake; There was an error in the report.; error-n.jpg; error-n.mp3; error-n-meaning.mp3; error-n-example.mp3; noun; 1603; 5945; 
representative; a person chosen to act or speak for others; She is the company's representative.; representative-n.jpg; representative-n.mp3; representative-n-meaning.mp3; representative-n-example.mp3; noun; 1604; 5942; 
enterprise; a project or undertaking; The new enterprise was successful.; enterprise-n.jpg; enterprise-n.mp3; enterprise-n-meaning.mp3; enterprise-n-example.mp3; noun; 1605; 5936; 
criticism; the expression of disapproval; He faced criticism for his actions.; criticism-n.jpg; criticism-n.mp3; criticism-n-meaning.mp3; criticism-n-example.mp3; noun; 1606; 5932; 
average; typical or usual; The average temperature was 20°C.; average-a.jpg; average-a.mp3; average-a-meaning.mp3; average-a-example.mp3; adjective; 1607; 5922; 
